queueing.simulacion(5,5,50,[1,3,5,7,9],[2,4,6,8,10])


			Ejecucion de Modelo de Colas

    Sujeto    TiempoLlegadaACola    TiempoServicio    TiempoEntreLlegadas    TiempoEnCola    TiempoEnSistema    TiempoSalida    PersonasEnCola    TiempoOcioServicio
      20            80.931               4.8419              2.3374             52.193            57.035           137.97             10                     0      
      21             81.53                4.918             0.59912             56.436            61.354           142.88             11                     0      
      22            88.089               6.4819              6.5589             54.795            61.277           149.37             11                     0      
      23            93.062               1.2052              4.9727             56.304            57.509           150.57             11                     0      
      24            95.301              0.28003              2.2388              55.27             55.55           150.85             12                     0      
      25            101.85               1.4765              6.5508             48.999            50.476           152.33             13                     0      
      26            105.95               4.4501              4.0961              46.38             50.83           156.78             14                     0      
      27             108.3               3.5611              2.3506             48.479             52.04           160.34             14                     0      
      28            108.84               1.1897             0.53892             51.501            52.691           161.53             15                     0      
      29            127.57               14.772              18.731              33.96            48.732            176.3             12                     0      
      30            128.22               2.1866             0.65391             48.078            50.265           178.49             12                     0      
      31             132.6               27.896              4.3733             45.891            73.787           206.38             12                     0      
      32            146.33               8.8975              13.738             60.049            68.947           215.28             10                     0      
      33            158.16               2.8657               11.83             57.116            59.982           218.15              6                     0      
      34             180.6               3.3848              22.441             37.541            40.925           221.53              3                     0      
      35            181.85               1.8081              1.2501             39.675            41.483           223.34              4                     0      
      36            186.41               1.8662              4.5503             36.933            38.799            225.2              5                     0      
      37            214.32               2.2205              27.918             10.881            13.101           227.42              5                     0      
      38             217.9               3.2119              3.5717             9.5296            12.742           230.64              5                     0      
      39            218.51               5.5752             0.61806             12.123            17.699           236.21              5                     0      
      40            228.55               4.3203              10.038             7.6607            11.981           240.53              2                     0      
      41            234.92               9.4677              6.3724             5.6086            15.076              250              2                     0      
      42            239.32                1.942              4.3949             10.681            12.623           251.94              2                     0      
      43            252.12               9.4483              12.797                  0            9.4483           261.56              0               0.17318      
      44            257.51               1.3228              5.3952              4.053            5.3758           262.89              1               0.17318      
      45            263.67               1.9484              6.1568                  0            1.9484           265.62              0               0.95412      
      46            273.56             0.056987              9.8895                  0          0.056987           273.61              0                8.8952      
      47            280.72               1.8467              7.1665                  0            1.8467           282.57              0                16.005      
      48            285.52               7.2008              4.7933                  0            7.2008           292.72              0                18.951      
      49            294.84              0.49647              9.3269                  0           0.49647           295.34              0                21.077      
      50            300.37              0.88028              5.5235                  0           0.88028           301.25              0                26.104      



			Ejecucion de Modelo de Colas

    Sujeto    TiempoLlegadaACola    TiempoServicio    TiempoEntreLlegadas    TiempoEnCola    TiempoEnSistema    TiempoSalida    PersonasEnCola    TiempoOcioServicio
    ______    __________________    ______________    ___________________    ____________    _______________    ____________    ______________    __________________

       1                 0               3.3962                   0                  0            3.3962           3.3962             0                      0      
       2           0.77101               11.347             0.77101             2.6252            13.972           14.743             1                      0      
       3            5.5515               3.3319              4.7805             9.1914            12.523           18.075             1                      0      
       4            15.674                2.257              10.122             2.4008            4.6578           20.332             1                      0      
       5                17               11.662              1.3263             3.3315            14.993           31.993             2                      0      
       6            29.265               9.1562              12.265             2.7283            11.884            41.15             1                      0      
       7            33.523               2.0734              4.2575             7.6269            9.7003           43.223             1                      0      
       8            35.202              0.49136              1.6794             8.0209            8.5123           43.714             2                      0      
       9            48.062               2.2544               12.86                  0            2.2544           50.316             0                 4.3475      
      10            49.528              0.14721              1.4665            0.78787           0.93508           50.463             1                 4.3475      
      11            49.881               1.1697             0.35262            0.58245            1.7522           51.633             2                 4.3475      
      12            56.443               11.003              6.5621                  0            11.003           67.446             0                 9.1574      
      13            58.207               3.1953              1.7639             9.2394            12.435           70.642             1                 9.1574      
      14            73.872               6.1657              15.665                  0            6.1657           80.038             0                 12.388      
      15            76.439              0.42343              2.5671             3.5986            4.0221           80.461             1                 12.388      
      16            79.545               5.6758              3.1057            0.91636            6.5922           86.137             2                 12.388      
      17            80.619               17.962              1.0741             5.5181            23.481            104.1             1                 12.388      
      18             91.83                0.946              11.212             12.269            13.215           105.05             1                 12.388      
      19            121.37               2.8812              29.538                  0            2.8812           124.25             0                 28.711      
      20             129.2               5.9045                7.83                  0            5.9045            135.1             0                  33.66      
      21            134.17               6.3278               4.972            0.93254            7.2603           141.43             1                  33.66      
      22            141.15                7.312              6.9809            0.27937            7.5914           148.74             1                  33.66      
      23               147               6.7258              5.8453             1.7461            8.4719           155.47             1                  33.66      
      24            147.89              0.59874              0.8954             7.5765            8.1752           156.07             2                  33.66      
      25            147.93               24.479             0.03605             8.1392            32.618           180.55             3                  33.66      
      26            148.98               5.6813              1.0553             31.563            37.244           186.23             3                  33.66      
      27             160.1               27.344              11.113             26.132            53.476           213.57             2                  33.66      
      28            162.56                 6.91              2.4662             51.009            57.919           220.48             3                  33.66      
      29            189.28               2.4705              26.712             31.207            33.677           222.95             2                  33.66      
      30            193.02               2.8408              3.7437             29.934            32.775           225.79             3                  33.66      
      31            199.32              0.36817              6.2989             26.476            26.844           226.16             4                  33.66      
      32            200.69               7.1519              1.3703             25.474            32.625           233.31             5                  33.66      
      33            209.15               1.5548               8.457             24.168            25.723           234.87             6                  33.66      
      34             220.8               5.8771               11.65             14.073             19.95           240.75             5                  33.66      
      35            223.97              0.51887               3.179             16.771             17.29           241.26             5                  33.66      
      36            227.73               13.581              3.7573             13.533            27.114           254.85             4                  33.66      
      37            242.49              0.88882              14.755             12.358            13.247           255.73             1                  33.66      
      38            244.71                1.663                2.22             11.027             12.69            257.4             2                  33.66      
      39            246.05               8.1968              1.3411             11.349            19.546           265.59             3                  33.66      
      40            246.77             0.073945             0.72628             18.819            18.893           265.67             4                  33.66      
      41             261.9               2.3658              15.123             3.7702            6.1361           268.03             2                  33.66      
      42            265.02               3.4717              3.1255             3.0106            6.4824           271.51             3                  33.66      
      43            272.33               4.2202              7.3032                  0            4.2202           276.55             0                 34.481      
      44            275.39               12.062              3.0595             1.1607            13.222           288.61             1                 34.481      
      45             284.2              0.17697              8.8124             4.4098            4.5868           288.78             1                 34.481      
      46            287.39               3.9514              3.1898             1.3969            5.3484           292.74             2                 34.481      
      47            288.21               13.637             0.82276             4.5256            18.162           306.37             3                 34.481      
      48            310.77               2.0138              22.559                  0            2.0138           312.78             0                 38.878      
      49            311.59               2.5355             0.82058             1.1932            3.7286           315.32             1                 38.878      
      50            320.02               5.9262              8.4259                  0            5.9262           325.94             0                 43.575      



			Experimento Modelo de Colas

    Corrida    CantidadSujetos    TiempoLambdaEntreLlegadas    TiemposLambdaDeServicio    MediaTiempoLlegadaACola    MediaTiempoEnCola    MediaTiempoEnSistema    MediaPersonasEnCola    MediaTiempoOcioServicio
    _______    _______________    _________________________    _______________________    _______________________    _________________    ____________________    ___________________    _______________________

       1             50                       1                           6                       27.338                  109.94                 115.73                  20.22                        0         
       2             50                       3                           6                       66.213                   115.8                 122.45                  15.92                        0         
       3             50                       5                           6                       106.42                   63.14                 69.622                    9.8                   8.5308         
       4             50                       7                           6                       126.71                  31.676                 37.179                   5.94                   1.8467         
       5             50                       9                           6                       155.25                  9.0174                 14.665                   1.82                   23.798         



			Ejecucion de Modelo de Colas

    Sujeto    TiempoLlegadaACola    TiempoServicio    TiempoEntreLlegadas    TiempoEnCola    TiempoEnSistema    TiempoSalida    PersonasEnCola    TiempoOcioServicio
    ______    __________________    ______________    ___________________    ____________    _______________    ____________    ______________    __________________

       1                 0              2.8761                     0                 0           2.8761            2.8761              0                  0         
       2            2.0994              4.9965                2.0994           0.77678           5.7733            7.8727              1                  0         
       3            4.6576              1.9619                2.5582            3.2151           5.1771            9.8346              1                  0         
       4            5.1201               2.576               0.46257            4.7145           7.2905            12.411              2                  0         
       5             5.238              20.317               0.11788            7.1727            27.49            32.728              3                  0         
       6            6.9282              3.7491                1.6902            25.799           29.548            36.477              4                  0         
       7            7.8991              10.996               0.97096            28.577           39.574            47.473              4                  0         
       8             8.306              4.2969                0.4069            39.167           43.464             51.77              5                  0         
       9            10.104              6.3889                 1.798            41.666           48.055            58.159              5                  0         
      10            10.599              4.4338               0.49492             47.56           51.993            62.592              6                  0         
      11            10.927              5.1587               0.32822            51.665           56.824            67.751              7                  0         
      12            11.852              8.1477               0.92439              55.9           64.047            75.899              8                  0         
      13            11.975              1.8432                0.1238            63.923           65.767            77.742              9                  0         
      14            13.525               27.66                1.5499            64.217           91.876             105.4              9                  0         
      15            13.717              4.3511               0.19145            91.685           96.036            109.75             10                  0         
      16            14.771              25.462                1.0542            94.982           120.44            135.21             11                  0         
      17            19.321             0.91839                4.5502            115.89           116.81            136.13             12                  0         
      18            21.137              1.9158                1.8156               115           116.91            138.05             13                  0         
      19            21.805              7.1452               0.66802            116.24           123.39            145.19             14                  0         
      20            22.164              1.3715               0.35904            123.03            124.4            146.57             15                  0         
      21            22.293               7.095               0.12958            124.27           131.37            153.66             16                  0         
      22            23.443              20.063                1.1501            130.22           150.28            173.72             17                  0         
      23            23.719              3.3997               0.27509            150.01           153.41            177.12             18                  0         
      24            24.326              4.7998               0.60752             152.8            157.6            181.92             19                  0         
      25            25.797              1.0959                1.4713            156.13           157.22            183.02             20                  0         
      26            27.005              1.1988                1.2072            156.01           157.21            184.22             21                  0         
      27             30.77              16.029                3.7652            153.45           169.48            200.25             22                  0         
      28            31.352             0.33374               0.58257            168.89           169.23            200.58             23                  0         
      29            31.495              13.285               0.14253            169.09           182.37            213.87             24                  0         
      30            31.869              7.1103               0.37445               182           189.11            220.98             25                  0         
      31            31.905              7.1201              0.035479            189.07           196.19             228.1             26                  0         
      32            32.186              7.5834               0.28099            195.91           203.49            235.68             27                  0         
      33            34.054              3.2322                1.8683            201.63           204.86            238.91             27                  0         
      34              34.5              26.097               0.44567            204.41           230.51            265.01             28                  0         
      35             35.99              3.9148                1.4899            229.02           232.93            268.92             29                  0         
      36            36.165              15.737               0.17509            232.76            248.5            284.66             30                  0         
      37             36.92              31.899               0.75497            247.74           279.64            316.56             30                  0         
      38            39.145              5.4885                2.2253            277.42            282.9            322.05             31                  0         
      39            39.147             0.98631             0.0016957             282.9           283.89            323.04             32                  0         
      40            39.534              1.2922                0.3875             283.5           284.79            324.33             33                  0         
      41            41.426              3.9007                1.8914             282.9            286.8            328.23             34                  0         
      42            41.696              25.835               0.27065            286.53           312.37            354.06             35                  0         
      43            42.007             0.38877               0.31109            312.06           312.44            354.45             36                  0         
      44            42.668              6.8339               0.66091            311.78           318.62            361.29             37                  0         
      45            42.778              0.8153                0.1098            318.51           319.32             362.1             38                  0         
      46            43.049              11.791               0.27071            319.05           330.84            373.89             39                  0         
      47            43.695              25.021               0.64571             330.2           355.22            398.91             40                  0         
      48            43.725               2.846              0.029955            355.19           358.03            401.76             41                  0         
      49             44.16               18.36               0.43565             357.6           375.96            420.12             42                  0         
      50            45.215             0.94011                1.0547             374.9           375.84            421.06             43                  0         



			Ejecucion de Modelo de Colas

    Sujeto    TiempoLlegadaACola    TiempoServicio    TiempoEntreLlegadas    TiempoEnCola    TiempoEnSistema    TiempoSalida    PersonasEnCola    TiempoOcioServicio
    ______    __________________    ______________    ___________________    ____________    _______________    ____________    ______________    __________________

       1                 0               7.1764                   0                  0           7.1764            7.1764              0                  0         
       2            5.2288               4.7054              5.2288             1.9476            6.653            11.882              1                  0         
       3            6.7097               15.354              1.4809             5.1721           20.526            27.236              2                  0         
       4            6.7458               4.7044             0.03608              20.49           25.195            31.941              3                  0         
       5             7.133               3.8351             0.38725             24.808           28.643            35.776              4                  0         
       6            15.327               10.541              8.1943             20.448           30.989            46.317              3                  0         
       7            20.486               4.6677              5.1586             25.831           30.498            50.984              4                  0         
       8            21.281               3.7026             0.79472             29.704           33.406            54.687              5                  0         
       9            25.211             0.027731              3.9304             29.476           29.504            54.715              6                  0         
      10            26.064               3.3039             0.85278             28.651           31.955            58.019              7                  0         
      11            31.724               26.353              5.6601             26.295           52.648            84.372              7                  0         
      12             38.01               1.7028              6.2858             46.362           48.065            86.074              6                  0         
      13            38.706               19.834             0.69667             47.368           67.202            105.91              7                  0         
      14            52.821               7.0265              14.115             53.087           60.114            112.93              6                  0         
      15             54.73                18.09              1.9093             58.205           76.294            131.02              5                  0         
      16            55.834              0.51855              1.1041              75.19           75.709            131.54              6                  0         
      17            56.261               9.5994             0.42702             75.282           84.881            141.14              7                  0         
      18            58.903               14.027              2.6415              82.24           96.267            155.17              7                  0         
      19            60.398               7.3256              1.4949             94.772            102.1             162.5              8                  0         
      20            61.415               8.4276              1.0169             101.08           109.51            170.92              9                  0         
      21            62.614               1.4535              1.1998             108.31           109.76            172.38             10                  0         
      22            66.807               46.553              4.1926             105.57           152.12            218.93             11                  0         
      23            68.648               15.123              1.8411             150.28            165.4            234.05             12                  0         
      24            71.939               2.6907              3.2909             162.11            164.8            236.74             13                  0         
      25            77.022               7.9777              5.0827             159.72            167.7            244.72             14                  0         
      26            79.675               3.0608              2.6536             165.05           168.11            247.78             15                  0         
      27            80.359              0.83529             0.68332             167.42           168.26            248.62             16                  0         
      28            85.876               7.6107              5.5172             162.74           170.35            256.23             16                  0         
      29            86.674               7.3796             0.79806             169.55           176.93            263.61             16                  0         
      30            88.285              0.63977               1.611             175.32           175.96            264.25             17                  0         
      31            90.871               14.183              2.5865             173.38           187.56            278.43             18                  0         
      32            91.022               5.1575             0.15022             187.41           192.57            283.59             19                  0         
      33            92.705               4.1171              1.6833             190.88              195            287.71             20                  0         
      34            93.948               9.5235              1.2431             193.76           203.28            297.23             21                  0         
      35            99.631               6.5177              5.6831              197.6           204.12            303.75             22                  0         
      36             101.3               10.612              1.6687             202.45           213.06            314.36             23                  0         
      37            107.26               9.2131              5.9638             207.09           216.31            323.57             23                  0         
      38            112.56               6.6191              5.3001             211.01           217.63            330.19             24                  0         
      39            119.75               14.962              7.1862             210.44            225.4            345.15             24                  0         
      40            122.29               4.5976               2.537             222.87           227.46            349.75             25                  0         
      41            126.99               6.8069              4.6982             222.77           229.57            356.56             26                  0         
      42            127.41                4.899             0.42134             229.15           234.05            361.46             27                  0         
      43            129.81               22.935              2.4072             231.64           254.58            384.39             28                  0         
      44            132.94               2.5719              3.1309             251.45           254.02            386.96             27                  0         
      45            134.59               1.4637              1.6411             252.38           253.84            388.43             28                  0         
      46            135.86               9.5064              1.2777             252.56           262.07            397.93             29                  0         
      47            138.36               12.874              2.4948             259.58           272.45            410.81             30                  0         
      48            139.71               4.6412              1.3472              271.1           275.74            415.45             31                  0         
      49            140.85               10.793              1.1454              274.6           285.39            426.24             32                  0         
      50             142.2               4.4042              1.3455             284.05           288.45            430.65             32                  0         



			Ejecucion de Modelo de Colas

    Sujeto    TiempoLlegadaACola    TiempoServicio    TiempoEntreLlegadas    TiempoEnCola    TiempoEnSistema    TiempoSalida    PersonasEnCola    TiempoOcioServicio
    ______    __________________    ______________    ___________________    ____________    _______________    ____________    ______________    __________________

       1                 0              14.146                    0                  0           14.146            14.146              0                  0         
       2            10.134              2.9091               10.134             4.0122           6.9213            17.055              1                  0         
       3            13.763              3.6494               3.6288             3.2925           6.9419            20.705              2                  0         
       4            15.931              3.1013               2.1681             4.7737            7.875            23.806              2                  0         
       5            22.594              7.2504               6.6631             1.2119           8.4623            31.056              1                  0         
       6             25.22              14.044               2.6255             5.8367           19.881              45.1              1                  0         
       7            26.997              3.7174               1.7772             18.103           21.821            48.818              2                  0         
       8            29.448              3.5203               2.4513              19.37            22.89            52.338              3                  0         
       9            30.385              11.005              0.93691             21.953           32.958            63.343              4                  0         
      10            30.735              1.7189              0.35015             32.608           34.327            65.062              5                  0         
      11            36.396              5.8575               5.6608             28.666           34.523            70.919              5                  0         
      12             44.53              12.465               8.1337              26.39           38.855            83.384              6                  0         
      13            51.476              19.257               6.9463             31.908           51.165            102.64              5                  0         
      14            62.398              4.3435               10.922             40.244           44.587            106.98              5                  0         
      15             69.46             0.70207               7.0628             37.524           38.227            107.69              4                  0         
      16            70.245              7.9527              0.78422             37.442           45.395            115.64              5                  0         
      17            76.619              10.525               6.3747              39.02           49.545            126.16              5                  0         
      18            88.684              14.504               12.064             37.481           51.985            140.67              5                  0         
      19            96.061              19.857               7.3777             44.608           64.464            160.53              6                  0         
      20            101.24             0.61172               5.1811             59.283           59.895            161.14              7                  0         
      21            113.05               8.779               11.812             48.083           56.862            169.92              5                  0         
      22            116.13              5.0132               3.0711             53.791           58.804            174.93              5                  0         
      23            121.13             0.83112                5.008             53.796           54.627            175.76              6                  0         
      24            132.74              6.0014               11.611             43.016           49.018            181.76              6                  0         
      25            139.61              1.2466               6.8692             42.148           43.395            183.01              7                  0         
      26            140.53              10.747               0.9153              42.48           53.226            193.76              8                  0         
      27            145.35              2.9366               4.8216             48.405           51.341            196.69              8                  0         
      28            149.02              3.4885               3.6684             47.673           51.161            200.18              9                  0         
      29            158.96              3.1854                9.938             41.223           44.409            203.37             10                  0         
      30            164.21              18.063               5.2552             39.154           57.217            221.43              9                  0         
      31             168.1              20.933               3.8879             53.329           74.262            242.36             10                  0         
      32            171.79              13.634               3.6927             70.569           84.203               256             10                  0         
      33            176.77              5.5644               4.9782             79.225           84.789            261.56              9                  0         
      34            177.29              16.459              0.51852             84.271           100.73            278.02             10                  0         
      35            181.81               18.38               4.5169             96.213           114.59             296.4             10                  0         
      36            182.34              18.371              0.53033             114.06           132.43            314.77             11                  0         
      37            188.79              11.779               6.4491             125.98           137.76            326.55             11                  0         
      38            191.62              7.7925               2.8356             134.93           142.72            334.34             12                  0         
      39            200.53             0.36128               8.9123             133.81           134.17             334.7             10                  0         
      40            200.91              2.5414              0.38048             133.79           136.33            337.24             11                  0         
      41            204.19              2.8287               3.2718             133.06           135.89            340.07             11                  0         
      42             205.1               2.925              0.91733             134.97           137.89               343             12                  0         
      43            205.38              12.894              0.27444             137.62           150.51            355.89             13                  0         
      44            213.06              6.6887                 7.68             142.83           149.52            362.58             14                  0         
      45            222.43              7.6321               9.3721             140.15           147.78            370.21             14                  0         
      46            222.71              3.5012              0.28151              147.5              151            373.71             15                  0         
      47            223.83              3.8102               1.1195             149.88           153.69            377.52             16                  0         
      48            223.97              7.4745              0.14286             153.55           161.02               385             17                  0         
      49            227.38              6.3922               3.4039             157.62           164.01            391.39             18                  0         
      50            229.89              1.9752               2.5122              161.5           163.48            393.37             19                  0         



			Ejecucion de Modelo de Colas

    Sujeto    TiempoLlegadaACola    TiempoServicio    TiempoEntreLlegadas    TiempoEnCola    TiempoEnSistema    TiempoSalida    PersonasEnCola    TiempoOcioServicio
    ______    __________________    ______________    ___________________    ____________    _______________    ____________    ______________    __________________

       1                 0                10.95                   0                  0            10.95             10.95             0                      0      
       2            6.4141               6.1885              6.4141             4.5361           10.725            17.139             1                      0      
       3            14.017               29.389              7.6034             3.1213            32.51            46.528             1                      0      
       4            19.277               20.216              5.2597              27.25           47.467            66.744             1                      0      
       5            20.952             0.077945              1.6752             45.792           45.869            66.822             2                      0      
       6            25.268               8.4704               4.316             41.553           50.024            75.292             3                      0      
       7            31.926               10.019              6.6574             43.366           53.385            85.311             4                      0      
       8            58.573               6.5223              26.647             26.738            33.26            91.833             4                      0      
       9            58.903               9.6961             0.32956              32.93           42.626            101.53             5                      0      
      10            60.526               7.1945               1.623             41.003           48.198            108.72             6                      0      
      11            64.763               6.1593              4.2373             43.961            50.12            114.88             7                      0      
      12            66.991               1.0886              2.2281             47.892            48.98            115.97             6                      0      
      13            80.169               4.2672              13.177             35.803            40.07            120.24             6                      0      
      14            88.223               12.631              8.0549             32.015           44.646            132.87             6                      0      
      15            88.581               5.3626             0.35742             44.289           49.651            138.23             7                      0      
      16            91.959              0.19348              3.3783             46.273           46.467            138.43             7                      0      
      17            94.916               25.983              2.9564              43.51           69.493            164.41             8                      0      
      18             111.1                4.118              16.182              53.31           57.428            168.53             7                      0      
      19             112.2               12.882              1.1012             56.327           69.209            181.41             8                      0      
      20            139.82               6.7798              27.626             41.583           48.363            188.19             3                      0      
      21            142.04               8.9009              2.2152             46.148           55.049            197.09             4                      0      
      22            147.38               5.6313              5.3352             49.714           55.345            202.72             5                      0      
